username,tanggal,sentimen,tweet
pikobar_jabar,3/6/2022 13:16,netral,informasi kait covid 19 kunjung situs resmi tangan covid 19 pulih ekonomi nasional informasi vaksin covid 19 sedia sumber id pikobar pikocampaign jabarjuara ridwankamil
jabardigital,3/6/2022 13:13,netral,informasi kait covid 19 kunjung situs resmi tangan covid 19 pulih ekonomi nasional informasi vaksin covid 19 sedia
kodok_007,3/6/2022 13:09,negatif,covid 19 atas pakai do a do a semprot spirtus semprot bensin hijau minum taurine minum rebus daun pandan vaksin vaksin
antaramakassar,3/6/2022 13:02,netral,192 juta duduk indonesia sunti vaksin covid 19
kodim1509labuha,3/6/2022 12:56,netral,babinsa koramil 1509 01 bacan satgas covid 19 laku periksa kartu vaksin beri vaksinasi
bernamaradio,3/6/2022 12:56,netral,guna vaksin coronavac keluar sinovac kesan lindung kanak kanak jangkit wabah covid 19 gus kurang masuk golong rumah sakit icu pakar
Rosi_KompasTV,3/6/2022 12:55,netral,patut tiru sadar lindung virus corona opa oma vaksinbooster lihat saksi tayang lengkap kompastv spesial covid bangkit youtube kompastv covid 19 2tahunpandemiindonesia
stiiramisu,3/6/2022 12:53,netral,nawakngalam kemenkes ri sesuai jarak vaksinbooster mejd admin 3 vaksin primer 1 2 lengkap tingkat lindung masyarakat timbang kembang covid 19 mari vaksin imun keluarga malangvaksin vaksinmalang
RedzDerCzar,3/6/2022 12:45,negatif,kelompok anti vaksin pro ivm serang tahun vaksin covid wujud malas bangkang bodoh kalang cerdik pandai mujur ramai sokong puak
Korangxperlutau,3/6/2022 12:37,negatif,every where akan manipulasi dapat orang ramai ambil vaksin banding vaksin nafi mati vaksin ada mati covid ajal
ijjahalma,3/6/2022 12:37,netral,4 manfaat vaksin covid 19 wajib vaksinyuk
suara_pembebasa,3/6/2022 12:35,netral,koko28 lanjut point 1 60000 kerja sosial vaksin saksi mata adverse reaction alami pasien rekan kerja vaksin kena covid lembur vaksin
helloovvvvv,3/6/2022 12:33,negatif,pikir pikir vaksin ya kena covid nglengkapin dokumen pergi saja wkwk
GeganaRiau,3/6/2022 12:31,netral,jemput awal vaksin covid 19 rute batas provinsi riau sumbar lengkap
Radar_Cirebon,3/6/2022 12:30,netral,jakarta video viral narasi anak suku badui banten tahan hadap suntik vaksin covid 19 video
Adiatna_san,3/6/2022 12:29,negatif,tertawa bahak bahak kampanye anti masker indo kampanye anti vaksin indo kampanye covid konspirasi bisnis indo kira orang taat protokol sehat kali ya wkwkwk
PSelemadeg,3/6/2022 12:28,positif,booster vaksin vaksin dosis tiga upaya putus rantai tular covid 19 tuju tingkat imunitas tubuh lawan virus corona ayo vaksin
zkyzubaidi,3/6/2022 12:20,negatif,hg kesan positif covid kabanyakn kelompok kena vaksin astrazeneca rasai
Wnyidn,3/6/2022 12:18,negatif,allahu benda kite tidak mau my niece suri was positif covid anak ambil vaksin
kkochhhana_,3/6/2022 12:18,netral,2 6 duduk dewasa vaksin wakil 57 kes covid hari 92 mati hari 64 duduk dapat dosis booster wakil 18 kes 1 mati hari vaksin kesan dosis booster kesan dapat sihatbersama
fhmiazz,3/6/2022 12:15,netral,2019 covid 2020 vaksin 2021 booster 2022 kena covid 2023 tbd
SatbrimobdaGor1,3/6/2022 12:14,netral,aman vaksin covid 19 personil satbrimobda gorontalo laku jaga ketat vaksin gudang simpan
m_iqone,3/6/2022 12:10,positif,payah vaksin obat obat alhamdulillah anak anak isteri positif covid sembuh herba asli dn vitamin c allah maha sembuh
bondanunu,3/6/2022 12:08,netral,covid a lencana hormat la maju vaksin kesan after pulih mesti covid jangkit
raihanaditya86,3/6/2022 12:05,netral,vaksin covid vaksin covid
zkyzubaidi,3/6/2022 11:54,netral,hg post covid kelompok astrazeneca vaksin
PutuSambernyawa,3/6/2022 11:45,netral,rangkum covid bocah badui tahan hadap vaksin turis bal karantina
sheque,3/6/2022 11:45,netral,covid 19 hk parah salah faktor serang natural kebal proteksi ketat vaksin serang negara jawara rontok ch tw proteksi lock buka
AffaSyaripuddin,3/6/2022 11:40,netral,music kesan covid ambil sembuh nasib ambil vaksin akan bicara moga lekas sembuh mr dj
DScute_20,3/6/2022 11:37,netral,id dasamuka berita palsu vaksin covid 19 rajalela medsos kominfo takedown ribu konten
DScute_20,3/6/2022 11:37,netral,berita palsu vaksin covid 19 rajalela medsos takedown ribu konten johnny plate
ftrrii1,3/6/2022 11:36,negatif,ristianto nangkep twitnya ya ss an twit bilang drop suntik bandingin vaksin kena covid parah dari pada kena covid vaksin twit jelas2 terjemah
anggawangga1,3/6/2022 11:35,positif,vaksin tubuh lindung bahaya covid 19 taatprokesselamapandemi ayovaksin indonesiasehatindonesiahebat prokeskebiasaanbaru disiplinpatuhiprokes
OwlWinky,3/6/2022 11:32,positif,vaksin salah alat lindung efektif bahaya covid 19 taatprokesselamapandemi ayovaksin indonesiasehatindonesiahebat prokeskebiasaanbaru disiplinpatuhiprokes
Pekerjagigolo,3/6/2022 11:31,netral,sridiana 3va asal mandotary paksa vaksin protokol sehat covid rumah sakit
OwlWinky,3/6/2022 11:31,positif,vaksin covid 19 rangsang sistem kebal tubuh kurang resiko tular kurang dampak berat papar virus taatprokesselamapandemi ayovaksin indonesiasehatindonesiahebat prokeskebiasaanbaru disiplinpatuhiprokes
Irul_Khai,3/6/2022 11:30,netral,kepala dinas sehat provinsi banten ati pamudji hastuti meyebut peristiwa wilayah banten
OwlWinky,3/6/2022 11:29,positif,tahu manfaat vaksin covid 19 taatprokesselamapandemi ayovaksin indonesiasehatindonesiahebat prokeskebiasaanbaru disiplinpatuhiprokes
EraDigitalBiz,3/6/2022 11:12,netral,juru bicara sinovac biotech ltd manjur vaksin tren
poldabengkulu,3/6/2022 11:04,netral,saja fakta vaksin covid 19 1 vaksin covid 19 tingkat efektivitas sistem kebal tubuh 2 vaksin dorong sistem kebal tubuh merespon virus kontak langsung virus 3 vaksin bantu tubuh
wamnews_ind,3/6/2022 11:02,netral,kemenkes umum beri 8 176 dosis vaksin covid 19 24 jam total 24 226 972 dosis wamnews
DScute_20,3/6/2022 11:00,netral,sebar berita palsu temu facebook 2 463 konten berita palsu putar vaksin covid 19
DScute_20,3/6/2022 10:59,netral,menteri lapor temu berita palsu putar vaksin covid 19 johnny plate
malingdo,3/6/2022 10:58,positif,jangkit covid benda real ko vaksin ko ko positif susah orang hanat orang keliling ko resiko salah ko bangun orang positif duduk umah diam kuarintin ko sakit parah ko
Marbot_Udien,3/6/2022 10:57,netral,video anak duga asal badui suntik vaksin covid 19 viral media sosial simak lengkap vaksin
syoksyoksyok,3/6/2022 10:54,netral,menteri sehat vaksin coronavac sinovac kanak kanak usia 5 11 program imunisasi covid 19 bangsa kanak kanak vaksin untuk anak esok 7 mac
PolsekRasauJaya,3/6/2022 10:51,netral,ayo pakai masker ayo cepat vaksin covid 19 polripresisi
SinarOnline,3/6/2022 10:49,netral,guna vaksin coronavac keluar sinovac kesan lindung kanak kanak jangkit wabah covid 19
gaga_ros,3/6/2022 10:49,netral,kuat kalang vaksin papar covid
gaga_ros,3/6/2022 10:49,positif,vaksinasi imun covid cepat hilang indonesia ayo vaksin
AnisAsyiqin1,3/6/2022 10:47,netral,dakwa menteri kesihatan malaysia cuba nafi anak tinggal dunia akibat vaksin covid 19
501Awani,3/6/2022 10:45,netral,vaksin jangka bantu golong risiko lindung jangkit covid 19 awaninews awani745 disiplinmalaysia
yeolnnaa,3/6/2022 10:37,negatif,kena covid vaksin satu sembuh bener bener rambut rontok banget rambut jarang rontok
ExactCorre55,3/6/2022 10:22,netral,baca les real cerita juta kanak kanak malaysia terima vaksin covid 19 baca dokumen tuju
NurinHana10,3/6/2022 10:12,netral,sokong mandat vaksin malaysia sangat kukuh 80 atus duduk sokong langkah bukti vaksinasi covid 19 jalan makan restoran pasuk premis kerja kaji
kabarotocom,3/6/2022 10:09,netral,jual produsen lumas vaksinbooster covid 19 lansia kabarotocom otonews otoupdate infootomotif kabarotomotif
riri_rhi,3/6/2022 9:52,netral,covid idiot nyalah2in perintah kena covid pilih vaksin coba info
Korem072Pmk,3/6/2022 9:50,netral,babinsa koramil 01 wonosari monitoring vaksin covid 19 wilayah wonosari
Zahr4n4_r4n4,3/6/2022 9:50,positif,1982 nasib anak2 vaksin ya mbk anak vaksin covid kasih vaksin alhamdulillah seko anak aman vaksin 20an anak
anggitameyr,3/6/2022 9:49,netral,olahraga 90 menit terima vaksinasi covid 19 tingkat efektivitas vaksin bentuk sistem imun optimal
SinarOnline,3/6/2022 9:41,netral,khairy hadir terima vaksin serama
Chan_Lee_Hae,3/6/2022 9:22,netral,viral anak suku badui tahan hadap jarum suntik vaksin covid 19
voidotid,3/6/2022 9:22,netral,ketua medis puskesmas cisimeut leuwidamar kabupaten lebak iton rustandi ratus warga badui orang suntik vaksin covid 19
scienceprank20,3/6/2022 9:13,netral,check baik2 tlna coba bagi aku ragu tolak vaksin nyalahin perintah covid resiko paksa mutasi bodoh s okay paksa ngikut insecure salah
badonci,3/6/2022 9:06,netral,mak jalan vaksin 2 covid jinak
beritartm,3/6/2022 8:55,netral,ambil sempat musim cuti sekolah dapat vaksin covid 19 anak anak dosis booster booster sahih berita rtm rtm beritartm keluargamalaysia covid19malaysia yokngundi
bobsoef,3/6/2022 8:53,netral,saksi ahli selamat as data isreal inggris tunjuk orang vaksin 3x cenderung mati covid berangan narasi
contactap2,3/6/2022 8:51,netral,halo kak dasar kemenhub 96 2021 satgas covid 22 2021 tumpang bawah usia 12 milik vaksin dosis rute terbang lampir hasil negatif antigen laku 1x24 jam kk asli 1
beritacovid,3/6/2022 8:44,netral,ketua bhayangkari bangka semangat anak anak berani suntik vaksin covid 19 beritamusi covid covid 19
beritacovid,3/6/2022 8:44,netral,viral video anak sampai dengan tembus jarum suntik vaksin covid 19 netizen laku covid haloyouth halo anak muda covid covid 19
NoviYan55616154,3/6/2022 8:43,netral,sebab aku karyawan pfizer bhw vaksin covid zat pengaruh saraf mana terima patuh obedience training platform
voidotid,3/6/2022 8:41,netral,dinas sehat dinkes provinsi banten angkat bicara video anak sekolah dasar tahan hadap jarum suntik vaksinasi covid 19 viral
SatBarat,3/6/2022 8:34,netral,personil sat polairud polres bangka barat laksana kece surat kapal nelayan sekitar labuh lelang ikan menghimbau nelayan masyarakat laksana vaksinasi covid 19 laksana vaksin
ulil_f4,3/6/2022 8:33,netral,ya trus gmn adik nya suruh minum vaksin nya tahan hadap covid penasarann
helloluvvlove,3/6/2022 8:32,positif,ubat bg rawat gejala covid ganti fungsi vaksin ambil vaksin cegah gejala melarat moga sehat hidup aamiinn
DD0355643958,3/6/2022 8:06,netral,jujur tuju menteri swag kj tuju wajar jadi beri vaksin covid 19 bahan sosialisasi pilihanraya pn tidak ada modal vaksinasi orang klaim credit
KaiZakwan,3/6/2022 8:06,netral,r d department industri tidak ada la vaksin covid tahun
p023456,3/6/2022 8:06,netral,bpom ubah badan stempel vaksin covid bsvc
lampungpost_,3/6/2022 8:05,netral,badan intelejen negara daerah binda lampung cepat vaksinasi dosis tiga covid 19 alias booster kota metro vaksinbooster vaksin binda kotametro covid 19 lampostco
indoposco,3/6/2022 8:00,netral,duduk indonesia terima vaksinbooster 11 94 juta orang covid 19 covid vaksinbooster vaksin boostervaccinatie indonesia indoposco
dikacahyadi3,3/6/2022 7:57,netral,semangat masyarakat vaksin covid 19 tingkat newnormal lawancovid19 jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
Rakyat_Merdeka9,3/6/2022 7:55,netral,sembuh covid 19 erick terima kasih doa doa booster vaksin vaksinasi omicron omicronvirus omicronvariant corona coronavirus covid 19 covid rakyatmerdeka rmid
StopPlandemit,3/6/2022 7:51,positif,1501 vaksin covid definisi vaksin u cegah kena sakit u cegah mati
RozaishamBin,3/6/2022 7:50,netral,1 april 2022 yb kj sunti vaksin covid 19 terima palsu menteri sehat malaysia tipu malaysia pm
NusadailyCom,3/6/2022 7:48,netral,fda tolak izin guna vaksin covid 19 buat india
lalainabelike,3/6/2022 7:44,positif,gapapa vaksin san efek samping habis covid antibodi bikin atur biar orang duluan vaksin vaksin rebut atur laku cmiiw
reflection_8_,3/6/2022 7:44,netral,1501 vaksin covid anggap vaksin mak
RozaishamBin,3/6/2022 7:43,netral,1 april 2022 yb kj sunti vaksin covid 19 terima palsu menteri sehat malaysia tipu malaysia pm
ochacina,3/6/2022 7:42,positif,ayok vaksin cegah tular covid 19 bersatulawancovid19 covid 19 protokol sehat patuhprokes
KWON_JIY0NG,3/6/2022 7:41,positif,aku keluarga bela jaga protokol sehat dan lain2 kalian2 remehin covid tolong ya kuat tahan hadap muda vaksin covid rasa orang tolong pikirin untung
media_maju,3/6/2022 7:39,netral,papdi manfaat vaksin covid 19
MNowNews,3/6/2022 7:38,netral,60 kes libat individu vaksinasi lengkap vaksinasi malaysianow mnow mnownews malaysia vaksin booster
media_maju,3/6/2022 7:37,positif,kemenag pengaruh berita palsu vaksin ayo vaksinsi lawan covid 19
media_maju,3/6/2022 7:37,positif,pengaruh berita palsu vaksin vaksin aman halal tangkal covid 19
MKNTerengganu,3/6/2022 7:36,netral,beri vaksinasi sinovac kanak kanak 7hb mac 2022 rujuk catat ppv pilih halaman sawang
kompascom,3/6/2022 7:34,netral,agens yoon park terima dosis vaksin covid 19
eiddamz,3/6/2022 7:24,netral,vaksin la serama vaksin sakit cerita kena aefi ikhtiar covid vaksin
akmalarif90,3/6/2022 7:22,netral,perak siti peduli sehat nali klinik siti laksana program sunti vaksin kerja syarikat gergasi ladang kedah selangor pahang
PDI_Perjuangan,3/6/2022 7:13,netral,turut masyarakat program vaksinasi tingkat imuntas kebal tubuh hindar virus covid 19 samping suntik vaksin kali kondisi
PolsekKlampis1,3/6/2022 7:08,netral,protokol sehat covid 19 vaksin patuh protokol sehat keluarga bangkal sehat
lantas_ngada,3/6/2022 7:06,netral,abai covid 19 varian omicron intai sekitar patuh himbauan perintah mencenggah obat warga masyarakat terima vaksin tahap i ii iii boster gerai vaksinasi presisi polres ngada
marSyaheedAS,3/6/2022 7:03,netral,medsos covidiots bahas bagi jadi ikut pasca imunisasi vaksin covid ringan mati vaksin ya sih konsekuensi dampak negatif paska vaksin tanggung nyuruh vaksin tanggung
PemersatuIstri,3/6/2022 7:02,negatif,vaksin kena covid
AinurRafiq78,3/6/2022 6:59,negatif,ruwetnesia pandemi covid sedia polymerase chain reaction vaksin peluang bisnis manfaat covid jabat rakus serakah tamak ruwetnesia lestari covid
keripikpedas_ig,3/6/2022 6:55,netral,viral video bocah sampai dengan badui tahan hadap suntik vaksin covid jarum tembus
Naj_2709,3/6/2022 6:50,netral,id dasamuka lapor temu berita palsu putar vaksin covid 19 blokir bukti berita palsu
DinkesGtloProv,3/6/2022 6:49,netral,cepat vaksinasi masyarakat proteksi dapat vaksin covid 19 fasyankes sentra vaksinasi dekat ayo pakai masker ayocepatvaksin gorontalosehat gorontalohebat gorontalounggul
Naj_2709,3/6/2022 6:48,netral,lapor temu berita palsu putar vaksin covid 19
Genesis7173,3/6/2022 6:48,netral,era panik covid coba benah atas langka minyak goreng pasar kejar target vaksin lupa mafia minyak goreng gentayang
zamiahburhan,3/6/2022 6:48,negatif,i berfikir fikir ambil booster kena covid kait eh ambil karena badan imun covid kena i kena covid tempoh vaksin 2 dosis tempoh 6 i
TVPertiwi_MY,3/6/2022 6:47,netral,menteri sehat malaysia menteri kesihatan malaysia vaksin coronavac kanak kanak usia 5 11 program imunisasi covid 19 bangsa kanak kanak vaksin untuk anak esok 7 mac
Kakaroach,3/6/2022 6:46,netral,risau noah positif covid sekolah kawan2 positif banyak demam takat demam batuk sikit maybe ambil vaksin i don t
ElisabetBarbos1,3/6/2022 6:45,positif,vaksinasi covid 19 dosis nasional capai 70 38 target sasar ayo vaksin disiplin protokol sehat
agendadaily,3/6/2022 6:43,netral,juta kanak kanak terima vaksin covid 19
Rechan30927886,3/6/2022 6:42,netral,salah anjur ahli virologi terima vaksin dosis tiga tes hiv vaksin covid sebab hiv fakta ahli ungkap bukti luc montagnier klaim ahli imunologi vineeta bal
aimamudh,3/6/2022 6:40,negatif,vaksin kena covid gejala sama sekali ct 35 eh vaksin sinopharm lengkap trus positif demam nyeri sakit tenggorok lidah ilang ct lt 25 wkwk ntah kbetulan w rasa
Naj_2709,3/6/2022 6:39,netral,sebar berita palsu temu facebook 2 463 konten berita palsu putar vaksin covid 19
Naj_2709,3/6/2022 6:39,netral,berita palsu vaksin covid 19 kominfo turun 2 659 konten media sosial
kensupriy,3/6/2022 6:36,netral,viral anak suku badui tahan hadap jarum suntik vaksin covid 19 netizen ajaib bermusiktanpabatas covid 19 vaksinbooster
yayangnovo,3/6/2022 6:36,netral,vaksin covid 29 selamat rakyat indonesia jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
JayaKatwang15,3/6/2022 6:24,netral,vaksin harap bantu kurang angka tular virus corona jenis sars cov 2 sebab covid 19 pasien infeksi covid 19 tingkat
KODIM_1409,3/6/2022 6:16,netral,serda kamaruddin babinsa koramil 1409 08 laksana pantau vaksin anak sekolah masyarakat sampai dengan inpres pab bundukang kel bontoramba kec bontonompo selatan kab gowa dukung cepat vaksinasi covid 19
SinarOnline,3/6/2022 6:06,netral,vaksinkedua kanak kanak usia 5 11 vaksin comirnaty pfizer biontech
kabar6com,3/6/2022 6:04,netral,tubuh bugar lansia 85 india tagih suntik vaksin covid 19
mpp_ptsb,3/6/2022 6:04,netral,komitmen ajar dosis lengkap vaksin covid 19 bukti bahawa ajar sedia kampus ajar sedia standar operasi prosedur atur tetap urus ptsb
Rafliyandinata,3/6/2022 6:03,netral,iya beli vaksin amerika polio 1 kali umur hidup cacar 1 kali umur hidup tetanus 1 kali umur hidup vaksin covid 19 kali kali
pahang_media,3/6/2022 6:02,netral,antan 6 mac 2022 serama 40 150 orang kanak kanak liput 20 8 atus sasar program imunisasi covid 19 kanak kanak vaksin untuk anak negeri terima dosis lengkap malam berita penuh
rafa74210767,3/6/2022 6:02,netral,vaksin covid 19 selamat rakyat indonesia newnormal lawancovid19
rafa74210767,3/6/2022 6:01,positif,lawan covid ayook vaksin vaksin protokol sehat mari protokol sehat breng
SamarindaUpdate,3/6/2022 5:59,netral,via vaksin covid 19 sinovac dosis 1 2 8 maret 2022 kantor kkp samarinda vaksinmaret samarinda
dikadikafaj,3/6/2022 5:59,netral,lengah vaksin laksana protokol sehat lawan covid 19
samarindabase,3/6/2022 5:57,netral,vaksin covid 19 sinovac dosis 1 2 8 maret 2022 kantor kkp samarinda
detikHealth,3/6/2022 5:54,netral,vaksinasi covid 19 dosis tiga masyarakat 12 juta warga terima vaksinbooster
hanishx,3/6/2022 5:52,netral,kadar mati akibat covid 19 tingkat rendah banding gelombang delta vaksin kesan lindung kesan buruk covid 19 masuk icu mati
paredick,3/6/2022 5:51,negatif,untung obat vaksin ramai tolak vaksin dio lonjak kes takut rakyat malaysia politik covid 19
08Kemiri,3/6/2022 5:50,netral,babinsa koramil 08 kemiri damping warga vaksin covid 19
txtsamarinda,3/6/2022 5:48,netral,vaksin covid 19 astrazeneca dosis 1 2 3 7 8 maret 2022 puskesmas loa bakung
txtsamarinda,3/6/2022 5:48,netral,vaksin covid 19 sinovac dosis 2 9 maret 2022 young gym jl kelapa gading pfizer dosis 1 2 3 10 maret 2022 kampus 1 uinsi jl abul hasan
txtsamarinda,3/6/2022 5:48,netral,vaksin covid 19 pfizer dosis 2 booster 12 maret 2022 mal lembuswana daftar via wa nomor tera
Kadrun1704,3/6/2022 5:44,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat
pantau_com,3/6/2022 5:41,netral,geger bocah sampai dengan ilmu tahan hadap jarum vaksin covid 19 tembus
jisvnrise,3/6/2022 5:39,netral,wm ent ngumumin jam 6 pagi positif kena covid 19 full vaksin 2 depan fokus sembuh nunda schedule cepat sembuh miracle khawatir
Henri_Bungsu,3/6/2022 5:36,positif,gas ayo ojol vaksinbooster ben daya tahan tubuh kuat tangkal covid 19 polrestabanyumas polrestabanyumasbebatiran vaksinasipolrestabanyumas bebatiran poldajateng humaspolri purwokerto banyumas operasikeselamatancandi2022
PraharsaRandie,3/6/2022 5:35,netral,vaksin tusuk mempan covid saja
legion_news2020,3/6/2022 5:34,netral,ampg makassar gelar vaksinasi covid 19 ulyl nurdin target 1000 terima vaksin hrt
kartikaicha18,3/6/2022 5:34,negatif,nusantara lo ss laksana cuman si buta mata buta hati program vaksin gratis bansos janji kampanye first thing first kamus klean blom klaim bpjs trilyunan gratis obat covid isoman
SamarindaUpdate,3/6/2022 5:33,netral,via vaksin covid 19 pfizer dosis 2 booster 12 maret 2022 mal lembuswana daftar via wa nomor tera vaksinmaret samarinda
SamarindaUpdate,3/6/2022 5:32,netral,via vaksin covid 19 sinovac dosis 2 9 maret 2022 young gym jl kelapa gading pfizer dosis 1 2 3 10 maret 2022 kampus 1 uinsi jl abul hasan vaksinmaret samarinda
TapiJaga,3/6/2022 5:31,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat
ErikSiratna,3/6/2022 5:25,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta
hnfebrianto,3/6/2022 5:20,negatif,bohong2 tidak percaya covid berita palsu vaksin
ynswhyn,3/6/2022 5:17,netral,via vaksin covid 19 astrazeneca dosis 1 2 3 7 8 maret 2022 puskesmas loa bakung vaksinmaret samarinda
novitraramli777,3/6/2022 5:16,netral,bin daerah jambi semangat nakes pelaksanan vaksin covid 19
Bisniscom,3/6/2022 5:16,netral,golong darah pengaruh efektivitas vaksin covid
suka_tx,3/6/2022 5:12,netral,kemenkes vaksinasi dosis 4 mati ayo cinta fanatik buta vaksin covid ting tidak bisa percaya silah vaksin ndang cepat mati bagus
SanasyAppanah,3/6/2022 5:10,positif,dunia jangkit malaysia vaksin 25 000 000 amerika syarikat kenal anti virus pil cegah jangkit covid 19 mutasi virus virus terima kasih
MuhdHaziq_97,3/6/2022 5:09,netral,tahu sindrom covid panjang long covid syndrome bekas sakit covid 19 mungkin alami gejala gejala terus tempoh 12 minggu sembuh ambil vaksin dosis booster amal 3w hindar 3s praktis lapor uji isolasi informasi cari patuh standar operasi prosedur tetap
ElshintaDotcom,3/6/2022 5:09,netral,11 035 lansia aceh barat terima vaksin covid 19
RozaishamBin,3/6/2022 5:06,netral,1 april 2022 yb kj sunti vaksin covid 19 terima palsu menteri sehat malaysia tipu malaysia pm
irfannadawi_,3/6/2022 5:03,netral,vaksin covid 19 jenis mrna ubah dna baca ulas
_Banyoe,3/6/2022 5:03,netral,gsp orang sebar berita palsu wuhan berita palsu sungai gangga lengan leceh vaksin covid kali alas ikhtiar pantes ngomongin perang
Wando_nam,3/6/2022 4:56,negatif,fire sorg staf karena tipu status vaksin positif covid mata sensitif nampak edit screenshot fully vaksin positif should be 7days hso smpai 10hari syak something la
HazeLatif,3/6/2022 4:54,netral,2021 suntik vaksin 2022 kena covid
getaranmy,3/6/2022 4:53,netral,juta kanak kanak ambil vaksin covid 19 getaranmy
menzmultimedia,3/6/2022 4:53,netral,faktor kanak kanak 5 12 sunti vaksin covid 19 menang sama lindungdirilindungsemua keluargamalaysia jabatanpenerangan
ACHMADSOETRISNO,3/6/2022 4:52,netral,bhabinkamtibmas polsek kota damping salur bantu kemensos ri sosialisasi vaksin covid 19 masyarakat terima bantu
zlk69,3/6/2022 4:50,netral,juta populasi kanak kanak malaysia terima vaksin covid 19
Bisniscom,3/6/2022 4:49,negatif,booster vaksin kena covid 19
RatnaPurnawati1,3/6/2022 4:48,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat
motte_17,3/6/2022 4:48,positif,yuppp laa tuu nama endemik fase kena terima nyata cara harfiah ya hidup with covid tidak mau variant pergi ambil vaksin tuuu jerr solusi
Firmansyahsima,3/6/2022 4:43,netral,4 manfaat vaksin covid 19 jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
polsekrambutan1,3/6/2022 4:42,netral,giat personil 1 aiptu awan saroyo personil polsek rambutan 2 brigadir alex butar butar personil polres t 3 brigadir dian maulana personil polres t laksana aman gudang simpan vaksin covid 19 kantor dinas sehat kota t
Novelanii,3/6/2022 4:41,positif,vaksin covid 19 pilih perintah uji jamin aman jokowi peduli rakyat
komikalucuu,3/6/2022 4:40,positif,vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat
BerikKloningan2,3/6/2022 4:38,netral,mesti sih izin darurat otomatis gugur manfaat resiko timbul kriteria 4
timbang_lego,3/6/2022 4:36,netral,aneh efek covid tubuh aku dahsyat vaksin seblm vaksin aku demam hari saja hilang cium 3 demam meriang linu pilek 2 minggu hilang pusing batuk panas dingin antibodi bikin tuhan emang best
BPOM_Surabaya,3/6/2022 4:33,positif,sahabatbbpomsurabaya nyaman vaksinbooster covid bbpomsurabaya bpomri vaksin lawancovid19 vaksinbooster covid 19
UmmuMulki,3/6/2022 4:32,netral,dewintha bapak larang anak nge mall kasih deh ilmu tahan hadap jarum vaksin tahan hadap covid
BKudok,3/6/2022 4:29,positif,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat
polsekrambutan1,3/6/2022 4:17,positif,vaksin aman halal lindung covid 19
Indahday1125,3/6/2022 4:13,positif,yoonalim artis2 gencarin vaksin dlu awal2 covid gencar semangatin nakes vaksin idol pamer vaksin bertanya2 idol3 warawiri tv vaksin blm
glowbigwin,3/6/2022 4:09,positif,nyata sembuh sintas covid 19 risiko alami long covid laku sintas covid 19 varian omicron vaksin cegah long covid coba
Ian_Skywalker,3/6/2022 4:06,netral,vaksin covid 19 anak usia 6
lampungpost_,3/6/2022 4:05,netral,delapan juta masyarakat rentan terima vaksin covid 19 dosis tiga booster sabtu 5 maret 2022 vaksinbooster vaksin vaksinmaret lampostco
HxA___,3/6/2022 4:03,netral,admin kasih mas iswanda 2022 covid tolong kasih lupa vaksin
IndahDyah7,3/6/2022 4:03,positif,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat
ONation45,3/6/2022 4:02,positif,vaksin disiplin protokol sehat cegah tular covid 19
Faezahhahah,3/6/2022 3:56,positif,decision baik covid paksa family cocok vaksin 1 2 booster alhamdulillah covid serang family welcome with thankful ya god sesal karena ambil vaksin
CEOfficialID,3/6/2022 3:55,netral,dinkes dki 1 4 juta orang jakarta vaksin covid 19 booster
Rakyat_Merdeka9,3/6/2022 3:53,netral,endemi ayo ingat taat jurus protokol sehat ya booster vaksin vaksinasi omicron omicronvirus omicronvariant corona coronavirus covid 19 covid rakyatmerdeka rmid
Rakyat_Merdeka9,3/6/2022 3:52,netral,top news koran rakyat merdeka kerumun selfi buka masker duh ribu jemaah umrah kena corona booster vaksin vaksinasi omicron omicronvirus omicronvariant corona coronavirus covid 19 covid rakyatmerdeka rmid
Rakyat_Merdeka9,3/6/2022 3:52,netral,top news koran rakyat merdeka 2 jurus sambut ramadan idul fitri vaksinasi taat protokol sehat yuk booster vaksin vaksinasi omicron omicronvirus omicronvariant corona coronavirus covid 19 covid rakyatmerdeka rmid
ditlantas_ntt,3/6/2022 3:51,netral,personil ditlantas polda ntt laksana awal aman distribusi vaksin covid 19
Senggiaw,3/6/2022 3:47,netral,cahaya selubung padang hijau dunia vaksin covid 19 kanak kanak umur 5 11 malaysia cucuk vaksin 1 juta kanak kanak lingkung umur labih juta kanak kanak usia tunggu vaksinasi
ddgunone,3/6/2022 3:43,netral,wali kota pekanbaru h firdaus s t m t imbau orangtua bawa anak anak sentra vaksin covid 19 sunti vaksin jokowi peduli rakyat
