username,tanggal,tweet,sentimen
antaramakassar,3/6/2022 13:02,192 juta duduk indonesia sunti vaksin covid 19,netral
kodim1509labuha,3/6/2022 12:56,babinsa koramil 150901 bacan satgas covid 19 laku periksa kartu vaksin beri vaksinasi,netral
bernamaradio,3/6/2022 12:56,guna vaksin coronavac keluar sinovac kesan lindung kanak jangkit wabah covid 19 gus kurang masuk golong rumah sakit icu pakar,netral
Rosi_KompasTV,3/6/2022 12:55,patut tiru sadar lindung virus corona opa oma vaksinbooster lihat saksi tayang lengkap kompas tv spesial covid bangkit youtube kompas tv covid 19 2 tahun pandemi indonesia,netral
stiiramisu,3/6/2022 12:53,nawakngalam kemenkes ri sesuai jarak vaksinbooster mejd min3 vaksin primer lengkap tingkat lindung masyarakat timbang kembang covid 19 mari vaksin imun kelgmalangvaksin vaksinmalang,netral
RedzDerCzar,3/6/2022 12:45,kelompok anti vaksin pro ivm serang tahun vaksin covid wujud malas bangkang bodoh kalang cerdik pandai untung ramai sokong puak,negatif
Korangxperlutau,3/6/2022 12:37,di mana pun akan manipulasi dapat orang ramai ambil vaksin banding vaksin cuma nafi mati vaksin ada mati covid ajal,negatif
ijjahalma,3/6/2022 12:37,4 manfaat vaksin covid 19 wajib tahu vaksin yuk,netral
suara_pembebasa,3/6/2022 12:35,koko28 lanjut titik 1 60000 kerja sosial vaksin saksi mata adverse reaction alami pasien rekan kerja vaksin kena covid lembur vaksin,netral
helloovvvvv,3/6/2022 12:33,pikir pikir vaksin ya kena covid lengkap dokumen pergi saja wkwk,negatif
GeganaRiau,3/6/2022 12:31,jemput awal vaksin covid 19 rute batas provinsi riau sumbar lengkap,netral
Radar_Cirebon,3/6/2022 12:30,jakarta video viral narasi anak suku badui banten tahan hadap suntik vaksin covid 19 video,netral
Adiatna_san,3/6/2022 12:29,tertawa bahak bahak kampanye antimasker indo kampanye anti vaksin indo kampanye covid konspirasi bisnis indodikiranya orang taat protokol sehat kali ya wkwkwk,negatif
PSelemadeg,3/6/2022 12:28,booster vaksin vaksin dosis tiga upaya putus rantai tular covid 19 tuju tingkat imunitas tubuh lawan virus corona ayo vaksin,positif
zkyzubaidi,3/6/2022 12:20,hg kesan positif covid kabanyakn kelompok kena vaksin astrazeneca rasai,negatif
Wnyidn,3/6/2022 12:18,allahu benda kite tidak mau my niece suri was positif covid anak ambil vaksin,negatif
kkochhhana_,3/6/2022 12:18,26 duduk dewasa vaksin wakil 57 kes covid hari 92 mati hari 64 duduk dapat dosis booster wakil 18 kes 1 mati hari vaksin berkesandos booster kesan dapat sekarangsihatbersama,netral
fhmiazz,3/6/2022 12:15,2019 covid 2020 vaksin2021 booster 2022 kena covid belum 2023 tbd,netral
SatbrimobdaGor1,3/6/2022 12:14,aman vaksin covid 19 personil sat brimobda gorontalo laku jaga ketat vaksin gudang simpan,netral
m_iqone,3/6/2022 12:10,payah vaksin obat tidak obat alhamdulillah anak anak isteri positif covid sembuh herba asli dn vitamin allah maha sembuh,positif
bondanunu,3/6/2022 12:08,covid a lencana hormat la maju vaksin kesan after pulih mesti covid jangkit,netral
raihanaditya86,3/6/2022 12:05,vaksin covid vaksin covid,netral
zkyzubaidi,3/6/2022 11:54,hg post covid kelompok astrazeneca vaksin,netral
PutuSambernyawa,3/6/2022 11:45,rangkum covid bocah badui tahan hadap vaksin turis bal karantina,netral
sheque,3/6/2022 11:45,covid 19 hk parah inisalah faktor serang kebal alami proteksi ketat vaksin serang negara jawara rontok bisa ch tw proteksi kunci buka,netral
AffaSyaripuddin,3/6/2022 11:40,music kesan covid ambil sembuh nasib ambil vaksin akan bicara moga lekas sembuh mr dj,netral
DScute_20,3/6/2022 11:37,id dasamuka berita palsu vaksin covid 19 rajalela medsos kominfo takedown ribu konten,netral
DScute_20,3/6/2022 11:37,berita palsu vaksin covid 19 rajalela medsos takedown ribu kontenjohnny plate,netral
ftrrii1,3/6/2022 11:36,ristianto nangkep twitnya ya ss an twit bilang drop suntik bandingin vaksin kena covid parah dari pada kena covid vaksin twit jelas2 terjemah,negatif
anggawangga1,3/6/2022 11:35,vaksin tubuh lindung bahaya covid 19 taat protokol sehat lama pandemi ayo vaksin indonesia sehat indonesia hebat protokol sehat biasa baru disiplin patuh protokol sehat,positif
OwlWinky,3/6/2022 11:32,vaksin salah alat lindung efektif bahaya covid 19 taat protokol sehat lama pandemi ayo vaksin indonesia sehat indonesia hebat protokol sehat biasa baru disiplin patuh protokol sehat,positif
Pekerjagigolo,3/6/2022 11:31,sridiana3va asal mandotary paksa vaksin protokol sehat covid rumah sakit,netral
OwlWinky,3/6/2022 11:31,vaksin covid 19 rangsang sistem kebal tubuh kurang resiko tular kurang dampak berat papar virus taat protokol sehat lama pandemi ayo vaksin indonesia sehat indonesia hebat protokol sehat biasa baru disiplin patuh protokol sehat,positif
Irul_Khai,3/6/2022 11:30,kepala dinas sehat provinsi banten ati pamudji hastuti meyebut peristiwa wilayah banten,netral
OwlWinky,3/6/2022 11:29,tahu manfaat vaksin covid 19 taat protokol sehat lama pandemi ayo vaksin indonesia sehat indonesia hebat protokol sehat biasa baru disiplin patuh protokol sehat,positif
EraDigitalBiz,3/6/2022 11:12,juru bicara sinovac biotech ltd manjur vaksin tren,netral
poldabengkulu,3/6/2022 11:04,saja fakta vaksin covid 191 vaksin covid 19 tingkat efektivitas sistem kebal tubuh 2 vaksin dorong sistem kebal tubuh merespon virus kontak langsung virus 3 vaksin bantu tubuh,netral
wamnews_ind,3/6/2022 11:02,kemenkes umum beri 8176 dosis vaksin covid 19 24 jam total 24226972 dosis wam news,netral
DScute_20,3/6/2022 11:00,sebar berita palsu temu facebook 2463 konten berita palsu putar vaksin covid 19,netral
DScute_20,3/6/2022 10:59,menteri lapor temu berita palsu putar vaksin covid 19 johnny plate,netral
malingdo,3/6/2022 10:58,jangkit covid benda real ko vaksin ko ko positif susah orang hanat orang keliling ko resiko salah ko bangun orang positif duduk umah diam kuarintin ko sakit parah ko,positif
Marbot_Udien,3/6/2022 10:57,video anak duga asal badui suntik vaksin covid 19 viral media sosial simak lengkap vaksin,netral
syoksyoksyok,3/6/2022 10:54,menteri sehat vaksin coronavac sinovac kanak usia 5 11 program imunisasi covid 19 bangsa kanak vaksin untuk anak esok 7 mac,netral
PolsekRasauJaya,3/6/2022 10:51,ayo pakai masker ayo cepat vaksin covid 19 polri presisi,netral
SinarOnline,3/6/2022 10:49,guna vaksin coronavac keluar sinovac kesan lindung kanak jangkit wabah covid 19,netral
gaga_ros,3/6/2022 10:49,kuat kalang vaksin papar covid,netral
gaga_ros,3/6/2022 10:49,vaksinasi imun covid cepat hilang indonesia ayo vaksin,positif
AnisAsyiqin1,3/6/2022 10:47,dakwa menteri kesihatan malaysia cuba nafi anak tinggal dunia akibat vaksin covid 19,netral
501Awani,3/6/2022 10:45,vaksin jangka bantu golong risiko lindung jangkit covid 19 awan news awani745 disiplin malaysia,netral
yeolnnaa,3/6/2022 10:37,kena covid vaksin satu sembuh bener bener rambut rontok banget rambut jarang rontok,negatif
ExactCorre55,3/6/2022 10:22,baca les real cerita juta kanak malaysia terima vaksin covid 19 baca dokumen tuju,netral
NurinHana10,3/6/2022 10:12,sokong mandat vaksin malaysia sangat kukuh 80 atus duduk sokong langkah bukti vaksinasi covid 19 jalan makan restoran pasuk premis kerja kaji,netral
kabarotocom,3/6/2022 10:09,jual produsen lumas vaksinbooster covid 19 lansia kabaroto com otonews otoupdate info otomotif kabar otomotif,netral
riri_rhi,3/6/2022 9:52,covid idiot saling salah perintah kena covid pilih vaksin coba info,netral
Korem072Pmk,3/6/2022 9:50,babinsa koramil 01 wonosari monitoring vaksin covid 19 wilayah wonosari,netral
Zahr4n4_r4n4,3/6/2022 9:50,1982 nasib anak vaksin ya mbkanak vaksin covid kasih vaksin tapi alhamdulillah seko anak aman vaksin 20an anak,positif
anggitameyr,3/6/2022 9:49,olahraga 90 menit terima vaksinasi covid 19 tingkat efektivitas vaksin bentuk sistem imun optimal,netral
SinarOnline,3/6/2022 9:41,khairy hadir terima vaksin serama,netral
Chan_Lee_Hae,3/6/2022 9:22,viral anak suku badui tahan hadap jarum suntik vaksin covid 19,netral
voidotid,3/6/2022 9:22,ketua medis puskesmas cisimeut leuwidamar kabupaten lebak iton rustandi ratus warga badui orang suntik vaksin covid 19,netral
scienceprank20,3/6/2022 9:13,check tlna coba bagi aku ragu tolak vaksin nyalahin perintah covid resiko paksa mutasi bodoh thats okay paksa ngikut insecure salah,netral
badonci,3/6/2022 9:06,mak jalan vaksin 2 covid jinak,netral
beritartm,3/6/2022 8:55,ambil sempat musim cuti sekolah ini dapat vaksin covid 19 anak dosis booster booster sahih berita rtm berita rtm keluarga malaysia covid 19 malaysia yokngundi,netral
bobsoef,3/6/2022 8:53,saksi ahli selamat as data isreal inggris tunjuk orang vaksin 3 kali cenderung mati covid berangan narasi,netral
contactap2,3/6/2022 8:51,halo kak dasar kemenhub 96 2021 satgas covid 22 2021 tumpang bawah usia 12 milik vaksin dosis rute terbang lampir hasil negatif antigen laku 1x24 jam kk asli 1,netral
beritacovid,3/6/2022 8:44,ketua bhayangkari bangka semangat anak berani suntik vaksin covid 19 beritamusi covid covid 19,netral
beritacovid,3/6/2022 8:44,viral video anak sampai dengan tembus jarum suntik vaksin covid 19 netizen laku covid halo anak muda halo anak muda covid covid 19,netral
NoviYan55616154,3/6/2022 8:43,sebab aku karyawan pfizer bhw vaksin covid zat pengaruh saraf mana terima patuh obedience training platform,netral
voidotid,3/6/2022 8:41,dinas sehat dinkes provinsi banten angkat bicara video anak sekolah dasar tahan hadap jarum suntik vaksinasi covid 19 viral,netral
SatBarat,3/6/2022 8:34,personil sat polairud polres bangka barat laksana kece surat kapal nelayan sekitar labuh lelang ikan menghimbau nelayan masyarakat laksana vaksinasi covid 19 laksana vaksin,netral
ulil_f4,3/6/2022 8:33,ya trus gmn adik nya suruh minum vaksin nya tahan hadap covid penasaran,netral
helloluvvlove,3/6/2022 8:32,ubat bg rawat gejala covid ganti fungsi vaksin ambil vaksin cegah gejala melarat moga sehat hidup aamiinn,positif
DD0355643958,3/6/2022 8:06,jujur tuju menteri swag kj tuju tidak wajar jadi beri vaksin covid 19 bahan sosialisasi pilih raya tidak ada modal vaksinasi orang klaim credit,netral
KaiZakwan,3/6/2022 8:06,rampd departemen industri tidak ada la vaksin covid tahun,netral
p023456,3/6/2022 8:06,bpom ubah badan stempel vaksin covid bsvc,netral
lampungpost_,3/6/2022 8:05,badan intelejen negara daerah binda lampung cepat vaksinasi dosis tiga covid 19 alias booster kota metro vaksinbooster vaksin binda kota metro covid 19 lampost co,netral
indoposco,3/6/2022 8:00,duduk indonesia terima vaksinbooster 1194 juta orang covid 19 covid vaksinbooster vaksin booster vaksinasi indonesia indoposco,netral
dikacahyadi3,3/6/2022 7:57,semangat masyarakat vaksin covid 19 tingkat aktifitas normal terap protokol sehat lawan covid 19 jaga protokol sehat vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,netral
Rakyat_Merdeka9,3/6/2022 7:55,sembuh covid 19 erick terima kasih doa doa booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
StopPlandemit,3/6/2022 7:51,1501 vaksin covid definisi vaksin u cegah kena sakit u cegah mati,positif
RozaishamBin,3/6/2022 7:50,1 april 2022 yang sangkut kj sunti vaksin covid 19 terima palsu menteri sehat malaysia tipu malaysia pm,netral
NusadailyCom,3/6/2022 7:48,fda tolak izin guna vaksin covid 19 buat india,netral
lalainabelike,3/6/2022 7:44,gapapa vaksin san efek samping habis covid antibodi bikin atur biar orang duluan vaksin vaksin rebut atur laku koreksi jika salah,positif
reflection_8_,3/6/2022 7:44,1501 vaksin covid anggap vaksin mak,netral
RozaishamBin,3/6/2022 7:43,1 april 2022 yang sangkut kj sunti vaksin covid 19 terima palsu menteri sehat malaysia tipu malaysia pm,netral
ochacina,3/6/2022 7:42,ayok vaksin cegah tular covid 19 satu lawan covid 19 covid 19 protokol sehat patuh protokol sehat,positif
KWON_JIY0NG,3/6/2022 7:41,aku keluarga bela jaga protokol sehat dllini kalian2 remehin covid tolong ya kuat tahan hadap muda vaksin covid rasa orang tolong pikirin untung,positif
media_maju,3/6/2022 7:39,papdi manfaat vaksin covid 19,netral
MNowNews,3/6/2022 7:38,60 kes libat individu vaksinasi lengkap vaksinasi malaysia now mnow mnow news malaysia vaksinbooster,netral
media_maju,3/6/2022 7:37,kemenag pengaruh berita palsu vaksin ayo vaksinasi lawan covid 19,positif
media_maju,3/6/2022 7:37,pengaruh berita palsu vaksin vaksin aman halal tangkal covid 19,positif
kompascom,3/6/2022 7:34,agens yoon park terima dosis vaksin covid 19,netral
eiddamz,3/6/2022 7:24,vaksin la serama vaksin sakit cerita kena aefi ikhtiar covid vaksin,netral
akmalarif90,3/6/2022 7:22,perak siti peduli sehat nali klinik siti laksana program sunti vaksin kerja syarikat gergasi ladang kedah selangor pahang,netral
PDI_Perjuangan,3/6/2022 7:13,turut masyarakat program vaksinasi tingkat imuntas kebal tubuh hindar virus covid19disamping suntik vaksin kali kondisi,netral
PolsekKlampis1,3/6/2022 7:08,protokol sehat covid 19 vaksin patuh protokol sehat keluarga bangkal sehat,netral
lantas_ngada,3/6/2022 7:06,abai covid 19 varian omicron intai sekitar patuh himbauan perintah lebih mencenggah obat bagi warga masyarakat terima vaksin tahap i ii iii boster gerai vaksinasi presisi polres ngada,netral
marSyaheedAS,3/6/2022 7:03,medsos covidiots bahas danshare jadi ikut pasca imunisasi vaksin covid ringan mati vaksin ya sih konsekuensi dampak negatif paska vaksin tanggung nyuruh vaksin tanggung,netral
PemersatuIstri,3/6/2022 7:02,vaksin kena covid,negatif
AinurRafiq78,3/6/2022 6:59,ruwetnesia pandemi covid sedia polymerase chain reaction vaksin peluang bisnis manfaat covid jabat rakus serakah tamak ruwetnesia lestari covid,negatif
keripikpedas_ig,3/6/2022 6:55,viral video bocah sampai dengan badui tahan hadap suntik vaksin covid jarum tembus,netral
Naj_2709,3/6/2022 6:50,id dasamuka lapor temu berita palsu putar vaksin covid 19 blokir bukti berita palsu,netral
DinkesGtloProv,3/6/2022 6:49,cepat vaksinasi masyarakat proteksi dapat vaksin covid 19 fasyankes sentra vaksinasi dekat ayo pakai masker ayo cepat vaksin gorontalo sehat gorontalo hebat gorontalo unggul,netral
Naj_2709,3/6/2022 6:48,lapor temu berita palsu putar vaksin covid 19,netral
Genesis7173,3/6/2022 6:48,era panik covid coba benah atas langka minyak goreng pasar kejar target vaksin lupa mafia minyak goreng gentayang,netral
zamiahburhan,3/6/2022 6:48,i berfikir ambil booster kena covidada kait eh ambil karena badan imun covid kena sekarang i kena covid tempoh vaksin 2 dosis tempoh 6 i,negatif
Kakaroach,3/6/2022 6:46,risau noah positif covid sekolah kawan2 positif banyak demam takat demam batuk sikit maybe ambil vaksin i,netral
ElisabetBarbos1,3/6/2022 6:45,vaksinasi covid 19 dosis nasional capai 7038 target sasar ayo vaksin disiplin protokol sehat,positif
agendadaily,3/6/2022 6:43,juta kanak terima vaksin covid 19,netral
Rechan30927886,3/6/2022 6:42,salah anjur ahli virologi terima vaksin dosis tiga tes hiv vaksin covid sebab hiv fakta ahli ungkap bukti luc montagnier klaim ahli imunologi vineeta bal,netral
aimamudh,3/6/2022 6:40,vaksin kena covid gejala sama sekali ct 35 eh vaksin sinopharm lengkap trus positif demam nyeri sakit tenggorok lidah ilang ct lt25 wkwk ntah kbetulan w rasa,negatif
Naj_2709,3/6/2022 6:39,sebar berita palsu temu facebook 2463 konten berita palsu putar vaksin covid 19,netral
Naj_2709,3/6/2022 6:39,berita palsu vaksin covid 19 banyak kominfo turun 2659 konten media sosial,netral
kensupriy,3/6/2022 6:36,viral anak suku badui tahan hadap jarum suntik vaksin covid 19 netizen ajaib musik tanpa batas covid 19 vaksinbooster,netral
yayangnovo,3/6/2022 6:36,vaksin covid 29 selamat rakyat indonesia jaga protokol sehat vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,netral
JayaKatwang15,3/6/2022 6:24,vaksin harap bantu kurang angka tular virus corona jenis sars cov 2 sebab covid 19 pasien infeksi covid 19 tingkat,netral
KODIM_1409,3/6/2022 6:16,serda kamaruddin babinsa koramil 140908 laksana pantau vaksin anak sekolah masyarakat sampai dengan inpres pabbundukang kelbontoramba kec bontonompo selatan kab gowa dukung cepat vaksinasi covid 19,netral
SinarOnline,3/6/2022 6:06,vaksinkedua kanak usia 5 11 vaksin comirnaty pfizer biontech,netral
kabar6com,3/6/2022 6:04,tubuh bugar lansia 85 india tagih suntik vaksin covid 19,netral
mpp_ptsb,3/6/2022 6:04,komitmen ajar dosis lengkap vaksin covid 19 bukti bahawa ajar sedia kampus rata rata ajar sedia standar operasi prosedur atur tetap urus ptsb,netral
Rafliyandinata,3/6/2022 6:03,iya beli vaksin amerika polio 1 kali umur hidup cacar 1 kali umur hidup tetanus 1 kali umur hidup vaksin covid 19 kali kali,netral
pahang_media,3/6/2022 6:02,antan 6 mac 2022 serama 40150 orang kanak liput 208 atus sasar program imunisasi covid 19 kanak vaksin untuk anak negeri terima dosis lengkap semalamberita penuh,netral
rafa74210767,3/6/2022 6:02,vaksin covid 19 selamat rakyat indonesianewnormal lawan covid 19,netral
rafa74210767,3/6/2022 6:01,lawan covid ayo vaksin vaksin protokol sehat mari protokol sehat breng,positif
SamarindaUpdate,3/6/2022 5:59,via vaksin covid 19 sinovac dosis 1 2 8 maret 2022 kantor kkp samarinda vaksin maret samarinda,netral
dikadikafaj,3/6/2022 5:59,lengah vaksin laksana protokol sehat lawan covid 19,netral
samarindabase,3/6/2022 5:57,vaksin covid 19 sinovac dosis 1 2 8 maret 2022 kantor kkp samarinda,netral
detikHealth,3/6/2022 5:54,vaksinasi covid 19 dosis tiga masyarakat 12 juta warga terima vaksinbooster,netral
hanishx,3/6/2022 5:52,kadar mati akibat covid 19 tingkat rendah banding gelombang delta vaksin kesan lindung kesan buruk covid 19 masuk icu mati,netral
paredick,3/6/2022 5:51,untung obat vaksin ramai tolak vaksin dio lonjak kes takut rakyat malaysia politik covid 19,negatif
08Kemiri,3/6/2022 5:50,babinsa koramil 08 kemiri damping warga vaksin covid 19,netral
txtsamarinda,3/6/2022 5:48,vaksin covid 19 astrazeneca dosis 123 78 maret 2022 puskesmas loa bakung,netral
txtsamarinda,3/6/2022 5:48,vaksin covid 19 sinovac dosis 2 9 maret 2022young gym jl kelapa gading pfizer dosis 12310 maret 2022 kampus 1 uinsi jl abul hasan,netral
txtsamarinda,3/6/2022 5:48,vaksin covid 19 pfizer dosis 2 booster 12 maret 2022 mal lembuswana daftar via wa nomor tera,netral
Kadrun1704,3/6/2022 5:44,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat,positif
pantau_com,3/6/2022 5:41,geger bocah sampai dengan ilmu tahan hadap jarum vaksin covid 19 tembus,netral
jisvnrise,3/6/2022 5:39,wm ent ngumumin jam 6 pagi positif kena covid19aku full vaksin ke2 depan fokus sembuh nunda schedule cepat sembuh miracle khawatir,netral
Henri_Bungsu,3/6/2022 5:36,gas ayo ojek online vaksin booster ben daya tahan tubuh kuat tangkal covid 19 polresta banyumas polresta banyumas teman vaksinasi polresta banyumas bebatiran polda jateng humas polri purwokerto banyumas operasi selamat candi 2022,positif
PraharsaRandie,3/6/2022 5:35,vaksin tusuk mempan covid saja,netral
legion_news2020,3/6/2022 5:34,ampg makassar gelar vaksinasi covid 19 ulyl nurdin target 1000 terima vaksin hrt,netral
kartikaicha18,3/6/2022 5:34,nusantara lo bagi dilaksanakancuman si buta mata buta hati program vaksin gratis bansos janji kampanye first thing first kamus kalian belum klaim bpjs trilyunan kita gratis obat covid isoman,negatif
SamarindaUpdate,3/6/2022 5:33,via vaksin covid 19 pfizer dosis 2 booster 12 maret 2022 mal lembuswana daftar via wa nomor terteravaksinmaretsamarinda,netral
SamarindaUpdate,3/6/2022 5:32,via vaksin covid 19 sinovac dosis 2 9 maret 2022young gym jl kelapa gading pfizer dosis 12310 maret 2022 kampus 1 uinsi jl abul hasan vaksin maret samarinda,netral
ErikSiratna,3/6/2022 5:25,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta,positif
hnfebrianto,3/6/2022 5:20,bohong tidak percaya covid berita palsu vaksin,negatif
ynswhyn,3/6/2022 5:17,via vaksin covid 19 astrazeneca dosis 123 78 maret 2022 puskesmas loa bakung vaksin maret samarinda,netral
novitraramli777,3/6/2022 5:16,bin daerah jambi semangat nakes laksana vaksin covid 19,netral
Bisniscom,3/6/2022 5:16,golong darah pengaruh efektivitas vaksin covid,netral
suka_tx,3/6/2022 5:12,kemenkes vaksinasi dosis ke 4 matiayo cinta fanatik buta vaksin covid ting tidak bisa percaya silah vaksin sana cepat mati bagus,netral
SanasyAppanah,3/6/2022 5:10,dunia jangkit malaysia vaksin 25000000 amerika syarikat kenal anti virus pil cegah jangkit covid 19 mutasi virus virus terima kasih,positif
MuhdHaziq_97,3/6/2022 5:09,tahu sindrom covid panjang long covid syndrome bekas sakit covid 19 mungkin alami gejala terus tempoh 12 minggu lebih sembuhambil vaksin dosis booster amal 3w hindar 3s praktis lapor uji isolasi informasi cari patuh standar operasi prosedur tetap,netral
ElshintaDotcom,3/6/2022 5:09,11035 lansia aceh barat terima vaksin covid 19,netral
RozaishamBin,3/6/2022 5:06,1 april 2022 yang sangkut kj sunti vaksin covid 19 terima palsu menteri sehat malaysia tipu malaysia pm,netral
irfannadawi_,3/6/2022 5:03,vaksin covid 19 jenis mrna ubah dna baca ulas,netral
_Banyoe,3/6/2022 5:03,gsp orang sebar berita palsu wuhan berita palsu sungai gangga lengan leceh vaksin covid kali alas ikhtiar pantes ngomongin perang,netral
Wando_nam,3/6/2022 4:56,fire sorg staf karena tipu status vaksin positif covid mata sensitif nampak edit screenshot fully vaksin positif should be 7days hso smpai 10hari syak something la,negatif
HazeLatif,3/6/2022 4:54,2021 lawak suntik vaksin 2022 awak kena covid,netral
getaranmy,3/6/2022 4:53,juta kanak ambil vaksin covid 19 getar aku,netral
menzmultimedia,3/6/2022 4:53,faktor kanak 5 12 sunti vaksin covid 19 menang sama lindung diri lindung semua keluarga malaysia jabat terang,netral
ACHMADSOETRISNO,3/6/2022 4:52,bhabinkamtibmas polsek kota damping salur bantu kemensos ri sosialisasi vaksin covid 19 masyarakat terima bantu,netral
zlk69,3/6/2022 4:50,juta populasi kanak malaysia terima vaksin covid 19,netral
Bisniscom,3/6/2022 4:49,booster vaksin kena covid 19,negatif
motte_17,3/6/2022 4:48,yuppp laa tuu nama endemik fase kena terima nyata cara harfiah ya hidup with covid tidak mau variant pergi ambil vaksin tuuu jerr solusi,positif
Firmansyahsima,3/6/2022 4:43,4 manfaat vaksin covid 19 jaga protokol sehat dan vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,netral
polsekrambutan1,3/6/2022 4:42,giat personil 1 aiptu awan saroyo personil polsek rambutan brigadir alex butarbutar personil polres brigadir dian maulana personil polres tinggi laksana aman gudang simpan vaksin covid 19 kantor dinas sehat kota,netral
Novelanii,3/6/2022 4:41,vaksin covid 19 pilih perintah uji jamin aman jokowi peduli rakyat,positif
komikalucuu,3/6/2022 4:40,vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat,positif
BerikKloningan2,3/6/2022 4:38,mesti sih izin darurat otomatis gugur manfaat resiko timbul kriteria 4,netral
timbang_lego,3/6/2022 4:36,aneh efek covid tubuh aku dahsyat vaksin seblm vaksin aku demam hari hanya saja sama hilang cium 3 hari inidemam meriang linu pilek 2 minggu hilang pusing batuk panas dingin antibodi bikin tuhan emang best,netral
BPOM_Surabaya,3/6/2022 4:33,sahabat bbpom surabaya nyaman vaksinbooster covid bbpom surabaya bpomri vaksin lawan covid 19 vaksinbooster covid 19,positif
UmmuMulki,3/6/2022 4:32,dewintha bapak larang anak nge mall kasih deh ilmu tahan hadap jarum vaksin tahan hadap covid,netral
BKudok,3/6/2022 4:29,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat,positif
polsekrambutan1,3/6/2022 4:17,vaksin aman halal lindung covid 19,positif
Indahday1125,3/6/2022 4:13,yoonalim artis2 gencarin vaksin dlu awal2 covid gencar semangatin nakes vaksin adacm idol pamer vaksinaku bertanya2 idol3 warawiri tv vaksin blm,positif
glowbigwin,3/6/2022 4:09,nyata sembuh sintas covid 19 risiko alami long covid laku sintas covid 19 varian omicron vaksin cegah long covidsaya coba,positif
Ian_Skywalker,3/6/2022 4:06,vaksin covid 19 anak usia 6,netral
lampungpost_,3/6/2022 4:05,delapan juta masyarakat rentan terima vaksin covid 19 dosis tiga booster sabtu 5 maret 2022 vaksinbooster vaksin vaksin maret lampost co,netral
HxA___,3/6/2022 4:03,admin kasih mas iswanda 2022 covid tolong kasih lupa vaksin,netral
IndahDyah7,3/6/2022 4:03,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat,positif
ONation45,3/6/2022 4:02,vaksin disiplin protokol sehat cegah tular covid 19,positif
Faezahhahah,3/6/2022 3:56,decision baik covid paksa family cocok vaksin 12 booster alhamdulillah covid serang family welcome with thankful ya god sesal karena ambil vaksin,positif
CEOfficialID,3/6/2022 3:55,dinkes dki 14 juta orang jakarta vaksin covid 19 booster,netral
Rakyat_Merdeka9,3/6/2022 3:53,endemi ayo ingat taat jurus protokol sehat ya booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Rakyat_Merdeka9,3/6/2022 3:52,top news koran rakyat merdekaberkerumun selfi buka masker duh ribu jemaah umrah kena corona booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Rakyat_Merdeka9,3/6/2022 3:52,top news koran rakyat merdeka jurus sambut ramadan idul fitri vaksinasi taat protokol sehat yukbooster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
ditlantas_ntt,3/6/2022 3:51,personil ditlantas polda ntt laksana awal aman distribusi vaksin covid 19,netral
Senggiaw,3/6/2022 3:47,cahaya selubung padang hijau dunia vaksin covid 19 kanak umur 5 11 tahun kini malaysia cucuk vaksin 1 juta kanak lingkung umur labih juta kanak usia tunggu vaksinasi,netral
ddgunone,3/6/2022 3:43,wali kota pekanbaru h firdausst mt imbau orangtua agar bawa anak anak ke sentra vaksin covid 19 untuk beri sunti vaksin jokowi peduli rakyat,netral
gerakanHangat,3/6/2022 3:28,ayoo berani vaksin lawan covid 19 jokowi peduli rakyat,netral
Milenial_Hero,3/6/2022 3:27,vaksin turun resiko kena covid 19 jokowi peduli rakyat,netral
ISMAweb_net,3/6/2022 3:27,14984241 individu 637 atus populasi dewasa negara terima dosis booster covid 19 serama 22927098 974 lengkap vaksinasi manakala 23203753 986 atus terima kurang kurang dosis vaksin,netral
ISMAweb_net,3/6/2022 3:26,juta populasi kanak malaysia terima vaksin covid 19 banyak 1003227 individu 283 atus populasi kanak usia 11 malaysia terima dosis vaksin covid 19 vaksin untuk anak takat malam,netral
MirandaGeiys,3/6/2022 3:25,berani vaksin lawan covid 19 jokowi peduli rakyat,netral
uhhimpressive,3/6/2022 3:24,habis covid vaksin nunggu 3,netral
Cempaka35179713,3/6/2022 3:24,perkara bincang lalu jalan vaksin vtl udara malaysia brunei tolak kerjasama pasca covid 19 kukuh kerjasama bidang ekonomi,netral
